tid,label,status,reason,n_transits_seen,period,epoch_tess,duration_h,duration_s,processed_at
70524163,1,ok,,13,4.3474,2139.6188500002027,4.684,0.72,2026-05-28T17:23:29+00:00
70887357,0,period_too_long,period=723.835d > 27.4d,0,723.8345008,1454.332609999925,7.382946,0.0,2026-05-28T17:23:29+00:00
70899085,1,ok,,7,4.0520368,2196.1153409997933,1.5605128,0.65,2026-05-28T17:23:30+00:00
71396541,0,ok,,4,6.269716,2031.3117439998316,3.696,0.83,2026-05-28T17:23:31+00:00
71401634,0,no_global_pt,no existe data\processed\global/71401634.pt,0,,,,0.0,2026-05-28T17:23:31+00:00
71431780,1,ok,,2,13.7270395,3307.7685580002144,4.007,0.7,2026-05-28T17:23:31+00:00
71582156,1,ok,,5,5.4911302,1843.596098000184,1.9062098,0.57,2026-05-28T17:23:32+00:00
71854732,0,ok,,9,3.1004285,2909.663352999836,3.513,0.57,2026-05-28T17:23:32+00:00
71854745,0,no_global_pt,no existe data\processed\global/71854745.pt,0,,,,0.0,2026-05-28T17:23:32+00:00
73104318,0,no_global_pt,no existe data\processed\global/73104318.pt,0,,,,0.0,2026-05-28T17:23:32+00:00
73228647,1,ok,,4,6.7418796,1576.1592509998009,1.3710857,0.55,2026-05-28T17:23:33+00:00
73244652,0,ok,,3,8.2100724,2600.0626509999856,1.37,0.52,2026-05-28T17:23:33+00:00
73540072,1,ok,,21,1.2436239,2690.743435999844,1.211,0.55,2026-05-28T17:23:34+00:00
73649615,1,ok,,20,1.2392569,1570.647156999912,1.0860452,0.52,2026-05-28T17:23:35+00:00
73723286,0,ok,,2,14.066109,1547.302488000132,3.4744355,0.9,2026-05-28T17:23:35+00:00
74197917,0,ok,,18,1.5040804,3015.8348210002296,2.955,2.05,2026-05-28T17:23:37+00:00
74482749,0,ok,,20,1.2622658,3744.737404000014,1.7829162,2.24,2026-05-28T17:23:40+00:00
74484886,0,no_global_pt,no existe data\processed\global/74484886.pt,0,,,,0.0,2026-05-28T17:23:40+00:00
75208638,0,ok,,5,4.6512523,2990.7129089999944,2.251,2.04,2026-05-28T17:23:42+00:00
75417968,0,no_global_pt,no existe data\processed\global/75417968.pt,0,,,,0.0,2026-05-28T17:23:42+00:00
75427473,0,ok,,17,1.4713984,3258.206104000099,3.028,1.98,2026-05-28T17:23:44+00:00
75650448,1,no_global_pt,no existe data\processed\global/75650448.pt,0,,,,0.0,2026-05-28T17:23:44+00:00
75878355,1,ok,,3,9.2292078,3496.590962999966,2.817,1.75,2026-05-28T17:23:45+00:00
75878355,1,ok,,3,9.2292078,3496.590962999966,2.817,1.77,2026-05-28T17:23:47+00:00
76420654,1,ok,,5,4.9133022,2789.419251000043,5.159,1.78,2026-05-28T17:23:49+00:00
76505260,0,no_global_pt,no existe data\processed\global/76505260.pt,0,,,,0.0,2026-05-28T17:23:49+00:00
76923707,1,ok,,6,4.5320502,1358.1182630001567,2.4927338,2.11,2026-05-28T17:23:51+00:00
77031413,0,ok,,19,1.38665,2110.9215600001626,2.238,1.83,2026-05-28T17:23:53+00:00
77102895,0,no_global_pt,no existe data\processed\global/77102895.pt,0,,,,0.0,2026-05-28T17:23:53+00:00
77156829,1,ok,,29,0.8602406,1411.4736270001158,0.5124345,1.9,2026-05-28T17:23:55+00:00
77156829,1,ok,,29,0.8602406,1411.4736270001158,0.5124345,1.56,2026-05-28T17:23:56+00:00
77156829,1,ok,,29,0.8602406,1411.4736270001158,0.5124345,1.64,2026-05-28T17:23:58+00:00
77228304,0,ok,,76,0.336826,1410.9506399999373,0.883311,1.76,2026-05-28T17:24:00+00:00
78672342,0,no_global_pt,no existe data\processed\global/78672342.pt,0,,,,0.0,2026-05-28T17:24:00+00:00
78775584,0,no_global_pt,no existe data\processed\global/78775584.pt,0,,,,0.0,2026-05-28T17:24:00+00:00
79395355,0,no_global_pt,no existe data\processed\global/79395355.pt,0,,,,0.0,2026-05-28T17:24:00+00:00
79748331,1,ok,,4,6.4438657,1656.6684779999778,1.9309449,1.57,2026-05-28T17:24:01+00:00
79748331,1,ok,,4,6.4438657,1656.6684779999778,1.9309449,1.53,2026-05-28T17:24:03+00:00
80029842,0,ok,,12,2.3992876,2279.30642199982,2.545,1.42,2026-05-28T17:24:04+00:00
80174172,0,no_global_pt,no existe data\processed\global/80174172.pt,0,,,,0.0,2026-05-28T17:24:04+00:00
80275202,0,ok,,7,3.6649528,2983.317257999908,3.245,1.48,2026-05-28T17:24:06+00:00
80478272,0,ok,,5,5.0859432,2878.348747999873,2.57,1.32,2026-05-28T17:24:07+00:00
81212286,0,ok,,38,0.6850808,1843.0278210002,1.0565887,1.61,2026-05-28T17:24:09+00:00
81231810,0,ok,,5,5.4521068,2223.2646440002136,4.702,1.61,2026-05-28T17:24:10+00:00
81247740,1,ok,,19,1.3641482,2690.6378419999965,0.952,1.7,2026-05-28T17:24:12+00:00
81429971,0,ok,,8,3.0432421,2986.020072000101,3.192,1.64,2026-05-28T17:24:14+00:00
82010657,0,no_global_pt,no existe data\processed\global/82010657.pt,0,,,,0.0,2026-05-28T17:24:14+00:00
82302240,0,ok,,10,2.5057108,2964.805910000112,1.962,1.64,2026-05-28T17:24:15+00:00
82362447,0,ok,,9,2.819817,1517.5606769998558,6.611278,1.53,2026-05-28T17:24:17+00:00
82707763,0,ok,,3,6.6570835,3065.075036999769,5.285,1.63,2026-05-28T17:24:19+00:00
83053699,0,ok,,9,3.3378852,2876.382408999838,3.261,1.62,2026-05-28T17:24:20+00:00
83092282,1,ok,,4,6.4025295,3006.0781470001675,3.9233956,1.57,2026-05-28T17:24:22+00:00
83210867,0,no_global_pt,no existe data\processed\global/83210867.pt,0,,,,0.0,2026-05-28T17:24:22+00:00
83275782,1,ok,,9,2.6570006,2545.3531550001358,2.125,1.57,2026-05-28T17:24:23+00:00
84126162,0,no_global_pt,no existe data\processed\global/84126162.pt,0,,,,0.0,2026-05-28T17:24:23+00:00
85293053,1,ok,,4,8.0542207,2628.84987200005,3.0287161,1.79,2026-05-28T17:24:25+00:00
86005116,0,ok,,53,0.4916402,2852.5479450002317,0.453,1.85,2026-05-28T17:24:27+00:00
86263325,1,ok,,6,4.5445569,2656.499824000057,1.6368258,1.71,2026-05-28T17:24:29+00:00
86280613,0,ok,,2,9.573548,3325.905001000036,2.036,1.54,2026-05-28T17:24:30+00:00
86451883,0,ok,,15,1.7561019,1708.6635960000567,2.858,1.63,2026-05-28T17:24:32+00:00
87044036,0,ok,,24,1.0711292,2550.1842140001245,2.213,1.55,2026-05-28T17:24:33+00:00
87216634,1,ok,,2,12.9256051,2776.255981999915,1.691,1.52,2026-05-28T17:24:35+00:00
88902249,1,ok,,3,7.7119842,3083.976547999773,4.058,1.49,2026-05-28T17:24:36+00:00
88992642,1,ok,,3,10.2611329,3470.3618270000443,7.369,1.76,2026-05-28T17:24:38+00:00
89020549,1,ok,,13,2.1096805,1326.904918000102,2.1344043,1.54,2026-05-28T17:24:40+00:00
89510024,0,ok,,12,2.3664127,2446.1467510000803,2.591,1.49,2026-05-28T17:24:41+00:00
89535068,0,ok,,4,6.1110945,2288.0921800001524,4.2566318,1.42,2026-05-28T17:24:43+00:00
89643259,0,ok,,13,2.2219839,3337.3681379999034,1.996,1.61,2026-05-28T17:24:44+00:00
89702406,0,ok,,1,23.1438551,2264.712170000188,5.7659467,1.64,2026-05-28T17:24:46+00:00
89759617,0,ok,,9,3.3295394,2817.659425999969,2.77,1.45,2026-05-28T17:24:47+00:00
89876424,0,ok,,17,1.5380702,1733.0883120000362,2.226,1.51,2026-05-28T17:24:49+00:00
90448944,0,ok,,17,1.4415577,2985.770425000228,2.349,1.79,2026-05-28T17:24:51+00:00
90504905,0,ok,,12,2.2645386,1685.6131520001218,3.8193701,1.62,2026-05-28T17:24:52+00:00
90544017,0,ok,,8,3.2235985,2273.3716429998167,2.159,1.48,2026-05-28T17:24:54+00:00
90850770,1,ok,,3,8.000489,2043.770188999828,4.6706895,1.45,2026-05-28T17:24:55+00:00
90919952,0,no_global_pt,no existe data\processed\global/90919952.pt,0,,,,0.0,2026-05-28T17:24:55+00:00
91555165,1,ok,,24,1.0526157,2116.7315750001,1.5288415,1.59,2026-05-28T17:24:57+00:00
91555165,1,ok,,24,1.0526157,2116.7315750001,1.5288415,0.97,2026-05-28T17:24:58+00:00
91576611,0,no_global_pt,no existe data\processed\global/91576611.pt,0,,,,0.0,2026-05-28T17:24:58+00:00
91869778,0,ok,,8,3.4771921,3235.294958999846,2.002,0.55,2026-05-28T17:24:58+00:00
91987762,1,period_too_long,period=45.522d > 27.4d,0,45.5221456,2531.5640329997987,4.3839392,0.0,2026-05-28T17:24:58+00:00
92013169,0,ok,,11,2.3552639,3282.512521999888,1.033,0.55,2026-05-28T17:24:59+00:00
92359850,0,ok,,7,4.155,2167.712220000103,2.807,0.53,2026-05-28T17:24:59+00:00
92783821,0,ok,,7,3.8615978,2442.068334000185,1.678,0.56,2026-05-28T17:25:00+00:00
93594834,0,ok,,19,1.3387555,2228.778144999873,3.2413088,0.56,2026-05-28T17:25:00+00:00
93963408,0,ok,,11,2.396722,2229.8997539998963,3.9453168,0.51,2026-05-28T17:25:01+00:00
94986319,1,ok,,4,5.1976858,1441.2806689999998,1.8810737,0.64,2026-05-28T17:25:02+00:00
94986319,1,ok,,4,5.1976858,1441.2806689999998,1.8810737,0.6,2026-05-28T17:25:02+00:00
95010343,0,ok,,3,6.880459,3272.398924000096,2.037,0.59,2026-05-28T17:25:03+00:00
95057860,1,ok,,7,3.5809733,1485.286309000105,2.18,0.57,2026-05-28T17:25:03+00:00
95122849,0,ok,,3,10.1197017,2593.124172999989,2.129,0.56,2026-05-28T17:25:04+00:00
95129101,0,ok,,7,3.929983,2575.195832999889,2.153,0.55,2026-05-28T17:25:04+00:00
95660472,1,ok,,7,3.244299,2502.7447279999037,2.6887498,0.53,2026-05-28T17:25:05+00:00
96246348,0,ok,,19,1.4095184,2985.6570410002023,0.9484999,0.57,2026-05-28T17:25:06+00:00
96291218,0,ok,,2,13.7058173,2917.090820999816,2.597,0.52,2026-05-28T17:25:06+00:00
97158538,0,ok,,10,2.5950747,2229.708438999951,0.7921274,0.53,2026-05-28T17:25:07+00:00
97568467,1,ok,,3,10.655694,2205.0983810001053,7.8236322,0.62,2026-05-28T17:25:07+00:00
97700520,0,ok,,5,5.4255548,2232.248321999796,3.9637474,0.56,2026-05-28T17:25:08+00:00
97735297,0,ok,,13,1.8354365,2547.91011099983,1.633,0.58,2026-05-28T17:25:08+00:00
97766057,1,ok,,9,3.2535299,2363.367887000088,5.1923833,0.59,2026-05-28T17:25:09+00:00
97921547,1,ok,,10,2.8279716,2986.409365999978,2.237,0.58,2026-05-28T17:25:10+00:00
98286422,0,ok,,10,2.9646096,2252.308894999791,2.232,0.53,2026-05-28T17:25:10+00:00
98494121,0,no_global_pt,no existe data\processed\global/98494121.pt,0,,,,0.0,2026-05-28T17:25:10+00:00
98613492,0,ok,,25,1.0617107,2934.888565000146,1.067,0.58,2026-05-28T17:25:11+00:00
98796344,1,ok,,5,5.358776,2168.295274000149,1.3697764,0.56,2026-05-28T17:25:11+00:00
99330090,0,ok,,4,7.0080817,2443.7192409997806,3.179,0.55,2026-05-28T17:25:12+00:00
99869022,1,ok,,8,3.6714717,3360.4346690000966,2.149,0.51,2026-05-28T17:25:12+00:00
100267480,0,ok,,29,0.87741,1681.7514499998651,0.472,0.56,2026-05-28T17:25:13+00:00
100389539,1,ok,,6,4.2809767,2246.158055000007,3.145,0.5,2026-05-28T17:25:13+00:00
100589632,0,ok,,7,3.9471567,2221.101551000029,1.699,0.51,2026-05-28T17:25:14+00:00
100990000,1,ok,,7,4.0403007,3987.681578000076,2.7248629,0.55,2026-05-28T17:25:14+00:00
100990000,1,ok,,7,4.0403007,3987.681578000076,2.7248629,0.55,2026-05-28T17:25:15+00:00
101011575,1,ok,,4,6.3980642,2982.8453990002163,2.004,0.54,2026-05-28T17:25:16+00:00
101011575,1,ok,,4,6.3980642,2982.8453990002163,2.004,0.52,2026-05-28T17:25:16+00:00
101037590,1,ok,,3,8.7094632,2896.1326449997723,3.027,0.54,2026-05-28T17:25:17+00:00
101395259,0,ok,,3,7.574675,1523.943374000024,3.0847866,0.52,2026-05-28T17:25:17+00:00
101497191,0,ok,,7,3.64376,1547.3511899998412,3.38,0.54,2026-05-28T17:25:18+00:00
101929303,0,ok,,2,11.1876137,3541.381488999817,3.183,0.5,2026-05-28T17:25:18+00:00
102713734,1,ok,,7,3.397862,1839.4532570000736,4.502,0.48,2026-05-28T17:25:19+00:00
102734241,1,ok,,3,10.9048392,1692.7599450000562,1.5530648,0.47,2026-05-28T17:25:19+00:00
102840239,1,period_too_long,period=734.499d > 27.4d,0,734.4987702,3023.1299129999243,2.529,0.0,2026-05-28T17:25:19+00:00
102840239,1,period_too_long,period=734.499d > 27.4d,0,734.4987702,3023.1299129999243,2.529,0.0,2026-05-28T17:25:19+00:00
103245940,0,ok,,9,3.2517862,2301.699711999856,4.373,0.51,2026-05-28T17:25:20+00:00
103633434,1,ok,,8,3.4447015,3333.6314730001613,1.912,0.5,2026-05-28T17:25:20+00:00
103865797,0,ok,,9,2.2232698,2740.6314650001004,0.648,0.47,2026-05-28T17:25:21+00:00
104022675,0,ok,,36,0.7428708,2331.223979000002,1.112,0.48,2026-05-28T17:25:21+00:00
104195270,0,ok,,8,3.6859958,2883.679951000028,5.1972226,0.49,2026-05-28T17:25:22+00:00
105387356,0,ok,,18,1.5163046,2445.816358999815,3.619,0.49,2026-05-28T17:25:22+00:00
105801221,0,ok,,8,3.0750728,2302.065555000212,2.219,0.6,2026-05-28T17:25:23+00:00
106114491,0,ok,,3,9.7216312,2813.860053999815,3.272,0.58,2026-05-28T17:25:23+00:00
106224626,0,ok,,8,3.3418892,1731.2989550000057,2.084,0.6,2026-05-28T17:25:24+00:00
106402532,1,ok,,6,4.8847937,3030.7570930002257,2.51,0.55,2026-05-28T17:25:24+00:00
106997505,0,ok,,9,2.74323,1493.3957000002265,3.167,0.5,2026-05-28T17:25:25+00:00
107728509,0,ok,,11,2.6646183,2385.7289990000427,4.135,0.6,2026-05-28T17:25:25+00:00
108645766,0,ok,,8,2.974175,1492.9144489997998,3.031634,0.61,2026-05-28T17:25:26+00:00
108835813,0,ok,,5,4.76516,1494.0658100000585,2.892,0.58,2026-05-28T17:25:27+00:00
108939482,0,ok,,21,1.1870337,2963.5927749997936,2.7329029,0.5,2026-05-28T17:25:27+00:00
110428269,0,ok,,41,0.64971,1684.2050399999134,2.076,0.56,2026-05-28T17:25:28+00:00
110936761,0,ok,,11,2.2906144,2793.645262000151,1.949,0.53,2026-05-28T17:25:28+00:00
112037203,0,no_global_pt,no existe data\processed\global/112037203.pt,0,,,,0.0,2026-05-28T17:25:28+00:00
112395568,0,ok,,5,5.742625,1657.999179000035,2.860293,0.63,2026-05-28T17:25:29+00:00
113295476,0,ok,,16,1.820443,1514.8243419998323,2.643,0.61,2026-05-28T17:25:29+00:00
113553629,0,ok,,6,4.30438,1491.9154199999757,3.037,0.53,2026-05-28T17:25:30+00:00
113919944,0,ok,,21,1.2297408,2524.201965999789,1.234,0.58,2026-05-28T17:25:31+00:00
113921235,1,period_too_long,period=59.847d > 27.4d,0,59.8473992,2518.397404999938,4.3696664,0.0,2026-05-28T17:25:31+00:00
114103134,0,ok,,22,1.1468708,2963.683149999939,1.3965477,0.55,2026-05-28T17:25:31+00:00
114103136,0,no_global_pt,no existe data\processed\global/114103136.pt,0,,,,0.0,2026-05-28T17:25:31+00:00
115242351,0,ok,,5,5.6748327,2093.60546900006,1.783,0.63,2026-05-28T17:25:32+00:00
115446313,0,ok,,5,4.9707023,3471.3563549998216,2.586,0.59,2026-05-28T17:25:32+00:00
115564354,0,ok,,16,1.6421819,2550.4663459998555,2.459,0.49,2026-05-28T17:25:33+00:00
116257066,0,ok,,4,6.5019596,2545.961039000191,3.078,0.47,2026-05-28T17:25:33+00:00
116483514,1,ok,,19,1.4520486,3447.085367000196,1.339,0.48,2026-05-28T17:25:34+00:00
116608612,0,ok,,7,3.4557863,3310.718475000001,2.164,0.49,2026-05-28T17:25:34+00:00
117068362,0,ok,,7,4.2005957,2849.027362000197,2.587,0.52,2026-05-28T17:25:35+00:00
117256577,0,ok,,16,1.6865822,2443.85045300005,2.429,0.52,2026-05-28T17:25:35+00:00
117322779,0,no_global_pt,no existe data\processed\global/117322779.pt,0,,,,0.0,2026-05-28T17:25:35+00:00
117689799,0,ok,,13,2.1570462,2771.8749480000697,2.3436622,0.59,2026-05-28T17:25:36+00:00
117843067,0,no_global_pt,no existe data\processed\global/117843067.pt,0,,,,0.0,2026-05-28T17:25:36+00:00
117979694,0,ok,,13,1.9784257,2199.4472260000184,2.106,0.54,2026-05-28T17:25:36+00:00
118021229,0,ok,,29,0.88501,1518.2814000002109,1.622,0.53,2026-05-28T17:25:37+00:00
118301361,0,no_global_pt,no existe data\processed\global/118301361.pt,0,,,,0.0,2026-05-28T17:25:37+00:00
118308828,0,ok,,7,3.7353995,2301.933310000226,1.836,0.49,2026-05-28T17:25:37+00:00
118327550,1,ok,,4,7.397216,1357.364688000176,1.3164962,0.49,2026-05-28T17:25:38+00:00
118798035,1,no_global_pt,no existe data\processed\global/118798035.pt,0,,,,0.0,2026-05-28T17:25:38+00:00
118798035,1,no_global_pt,no existe data\processed\global/118798035.pt,0,,,,0.0,2026-05-28T17:25:38+00:00
118798035,1,no_global_pt,no existe data\processed\global/118798035.pt,0,,,,0.0,2026-05-28T17:25:38+00:00
119081096,0,ok,,30,0.83707,1518.1099100001156,2.497,0.56,2026-05-28T17:25:39+00:00
119292328,1,ok,,4,7.1887332,1471.2182040000334,2.9505752,0.53,2026-05-28T17:25:39+00:00
119584412,1,ok,,3,10.6439385,2648.6197350001894,2.713,0.54,2026-05-28T17:25:40+00:00
119585136,1,no_global_pt,no existe data\processed\global/119585136.pt,0,,,,0.0,2026-05-28T17:25:40+00:00
120269103,0,ok,,2,20.4276727,2203.1083370000124,5.1878327,0.57,2026-05-28T17:25:40+00:00
120585579,0,ok,,4,6.340315,1357.7782109999098,4.249306,0.56,2026-05-28T17:25:41+00:00
120602501,0,ok,,2,14.8626982,2830.7727850000374,3.3250502,0.58,2026-05-28T17:25:41+00:00
120723776,0,ok,,9,2.8831285,2327.889241000172,3.53,0.51,2026-05-28T17:25:42+00:00
120826158,1,ok,,11,2.5693728,2770.0101549997926,2.471,0.5,2026-05-28T17:25:42+00:00
120896927,1,ok,,2,17.1796673,3974.324328000192,2.1061533,0.53,2026-05-28T17:25:43+00:00
120896927,1,ok,,2,17.1796673,3974.324328000192,2.1061533,0.53,2026-05-28T17:25:43+00:00
120916706,1,ok,,49,0.5568212,3934.124059000053,0.9135251,0.54,2026-05-28T17:25:44+00:00
121966220,0,ok,,4,6.7171913,2914.9010640000924,7.5037208,0.48,2026-05-28T17:25:44+00:00
122220263,0,ok,,2,18.6922101,3333.4379830001853,7.765,0.49,2026-05-28T17:25:45+00:00
122262940,0,no_global_pt,no existe data\processed\global/122262940.pt,0,,,,0.0,2026-05-28T17:25:45+00:00
122485078,0,ok,,3,9.1505,1822.098739999812,2.986,0.45,2026-05-28T17:25:45+00:00
123106490,0,ok,,8,3.3004862,2963.5917279999703,2.959105,0.47,2026-05-28T17:25:46+00:00
123482865,1,ok,,4,6.5562078,2270.500252999831,2.314,0.49,2026-05-28T17:25:46+00:00
124029677,1,ok,,1,20.9108406,2197.0929330000654,4.478,0.48,2026-05-28T17:25:47+00:00
124095888,0,ok,,24,1.1258127,2331.195756000001,0.374,0.47,2026-05-28T17:25:47+00:00
124379043,1,ok,,14,1.962292,2227.3086649999022,2.935,0.48,2026-05-28T17:25:48+00:00
124543547,0,no_metadata,"TIC no tiene TOI con (period, epoch, duration) válidos",0,,,,0.0,2026-05-28T17:25:48+00:00
124573851,1,ok,,7,3.9451359,3013.733783999924,2.424,0.55,2026-05-28T17:25:48+00:00
124702477,0,no_global_pt,no existe data\processed\global/124702477.pt,0,,,,0.0,2026-05-28T17:25:48+00:00
124709665,0,ok,,14,1.8675574,2224.6878019999717,1.408,0.52,2026-05-28T17:25:49+00:00
125894957,0,ok,,9,2.67425,1493.150260000024,3.779,0.55,2026-05-28T17:25:49+00:00
126171392,0,no_global_pt,no existe data\processed\global/126171392.pt,0,,,,0.0,2026-05-28T17:25:49+00:00
126357909,0,no_global_pt,no existe data\processed\global/126357909.pt,0,,,,0.0,2026-05-28T17:25:49+00:00
126606859,1,ok,,22,1.1589013,2797.406341999769,1.1688702,0.51,2026-05-28T17:25:50+00:00
126733133,0,ok,,17,1.4687098,3774.8589360001497,1.0472885,0.49,2026-05-28T17:25:50+00:00
126772538,0,no_global_pt,no existe data\processed\global/126772538.pt,0,,,,0.0,2026-05-28T17:25:50+00:00
127315102,0,ok,,3,10.8458712,2338.849888000172,3.379,0.52,2026-05-28T17:25:51+00:00
127425841,0,no_global_pt,no existe data\processed\global/127425841.pt,0,,,,0.0,2026-05-28T17:25:51+00:00
127476180,0,ok,,16,1.6038093,3715.502404000145,2.253,0.68,2026-05-28T17:25:52+00:00
127530399,1,ok,,27,1.0115336,1597.5756729999555,1.6201453,0.73,2026-05-28T17:25:52+00:00
127793615,0,ok,,3,9.27898,1604.9115599999204,6.514,0.74,2026-05-28T17:25:53+00:00
128463355,0,ok,,2,13.9086,1493.0850900001824,2.987,0.64,2026-05-28T17:25:54+00:00
128501004,0,ok,,36,0.78999,1739.0011999998242,1.153,0.78,2026-05-28T17:25:54+00:00
129107501,0,ok,,7,3.6534344,2850.6337020001374,3.519,0.8,2026-05-28T17:25:55+00:00
129319156,0,ok,,6,4.73703,1643.102640000172,3.902,0.76,2026-05-28T17:25:56+00:00
129432342,0,no_global_pt,no existe data\processed\global/129432342.pt,0,,,,0.0,2026-05-28T17:25:56+00:00
129539786,0,no_global_pt,no existe data\processed\global/129539786.pt,0,,,,0.0,2026-05-28T17:25:56+00:00
129881395,0,ok,,7,3.3630421,2252.696742999833,2.776,0.69,2026-05-28T17:25:57+00:00
130181866,1,ok,,4,7.107934,1845.373050999828,3.440833,0.71,2026-05-28T17:25:57+00:00
130181866,1,ok,,4,7.107934,1845.373050999828,3.440833,0.63,2026-05-28T17:25:58+00:00
130191319,0,ok,,16,1.6117444,2250.615191999823,1.524,0.79,2026-05-28T17:25:59+00:00
130611752,0,ok,,57,0.4405893,2963.1853800001554,1.075,0.69,2026-05-28T17:26:00+00:00
130924120,1,ok,,1,17.4682298,3039.19290299993,3.491,0.59,2026-05-28T17:26:00+00:00
131036011,0,no_global_pt,no existe data\processed\global/131036011.pt,0,,,,0.0,2026-05-28T17:26:00+00:00
131081852,0,ok,,2,13.2735914,1575.7454769997858,6.6959309,0.58,2026-05-28T17:26:01+00:00
131419878,0,ok,,8,3.16043,1494.089149999898,1.922,0.73,2026-05-28T17:26:01+00:00
131581522,0,ok,,8,3.059168,2964.2608159999363,4.992,0.54,2026-05-28T17:26:02+00:00
131581531,0,ok,,9,3.0591641,2251.478562000208,4.25,0.52,2026-05-28T17:26:02+00:00
131979339,0,ok,,1,22.6384642,2986.476263000164,4.988,0.62,2026-05-28T17:26:03+00:00
132320310,0,no_global_pt,no existe data\processed\global/132320310.pt,0,,,,0.0,2026-05-28T17:26:03+00:00
132534906,0,ok,,8,3.0617364,2277.978622000199,1.947,0.52,2026-05-28T17:26:04+00:00
133505138,0,ok,,11,2.4360845,2330.394075000193,2.495,0.56,2026-05-28T17:26:04+00:00
133654092,0,ok,,13,1.97353,1493.127100000158,2.169,0.51,2026-05-28T17:26:05+00:00
134200185,1,ok,,40,0.5481573,1468.391032999847,0.9424668,0.5,2026-05-28T17:26:05+00:00
134315574,0,ok,,16,1.5971584,2963.6129499999806,3.429,0.62,2026-05-28T17:26:06+00:00
134396419,0,ok,,6,4.3652608,2984.851253999863,1.976,0.58,2026-05-28T17:26:06+00:00
135083444,0,ok,,10,2.7917911,1899.6102269999683,1.4664254,0.51,2026-05-28T17:26:07+00:00
136848581,0,ok,,10,2.6400663,3365.8221999998204,3.368,0.59,2026-05-28T17:26:07+00:00
136971594,0,ok,,22,1.25562,1711.8136900002137,2.304,0.55,2026-05-28T17:26:08+00:00
137157546,0,ok,,8,3.6841446,2721.117312000133,2.967,0.53,2026-05-28T17:26:09+00:00
137284119,0,ok,,11,2.5778717,2820.409101000056,3.472,0.57,2026-05-28T17:26:09+00:00
137500798,0,ok,,3,13.2054538,3328.2876329999417,4.875,0.54,2026-05-28T17:26:10+00:00
137543637,0,ok,,20,1.2833113,2605.6778959999792,1.353,0.55,2026-05-28T17:26:10+00:00
137906197,1,ok,,4,7.3377236,3331.4447180000134,4.243,0.51,2026-05-28T17:26:11+00:00
138017750,0,ok,,11,2.4727425,3632.17891700007,2.341,0.56,2026-05-28T17:26:11+00:00
138361973,0,ok,,14,1.8824539,3556.1031960002147,2.46,0.51,2026-05-28T17:26:12+00:00
138497780,0,ok,,7,3.6754815,2549.760030000005,2.3005775,0.56,2026-05-28T17:26:12+00:00
138968089,0,ok,,41,0.6412558,1711.5581510001794,1.1161082,0.54,2026-05-28T17:26:13+00:00
139118482,0,ok,,4,6.7136512,1946.9651040001768,3.541,0.54,2026-05-28T17:26:13+00:00
139285736,0,no_global_pt,no existe data\processed\global/139285736.pt,0,,,,0.0,2026-05-28T17:26:13+00:00
139285832,1,ok,,33,0.77685,2062.4468860002235,1.43,0.55,2026-05-28T17:26:14+00:00
139375960,1,ok,,5,5.33155,1793.2772800000384,6.191,0.61,2026-05-28T17:26:15+00:00
139853601,0,ok,,38,0.6808702,2228.8781010000966,2.4634563,0.53,2026-05-28T17:26:15+00:00
140691463,1,ok,,13,2.0845434,1543.3383240001276,2.017038,0.59,2026-05-28T17:26:16+00:00
140706664,0,ok,,7,3.28892,1521.291079999879,3.793,0.52,2026-05-28T17:26:16+00:00
140830390,0,ok,,2,12.8379689,2211.732146000024,9.8464123,0.58,2026-05-28T17:26:17+00:00
141205978,1,ok,,18,1.5574603,2662.7386079998687,1.272,0.58,2026-05-28T17:26:17+00:00
141227133,0,ok,,11,2.42232,1518.7000400000252,2.873,0.58,2026-05-28T17:26:18+00:00
141405814,0,no_global_pt,no existe data\processed\global/141405814.pt,0,,,,0.0,2026-05-28T17:26:18+00:00
141412823,0,ok,,1,21.7004042,3151.666840000078,9.415,0.5,2026-05-28T17:26:18+00:00
141482386,0,ok,,2,18.0157,1339.7227599998005,2.524,0.56,2026-05-28T17:26:19+00:00
141488193,1,period_too_long,period=56.404d > 27.4d,0,56.4043748,2031.9316320000216,4.069,0.0,2026-05-28T17:26:19+00:00
141616639,0,ok,,8,3.2428744,2032.68064900022,2.417,0.59,2026-05-28T17:26:20+00:00
141631253,0,ok,,15,1.6709011,2963.201994999777,2.2820392,0.51,2026-05-28T17:26:20+00:00
141663460,0,no_global_pt,no existe data\processed\global/141663460.pt,0,,,,0.0,2026-05-28T17:26:20+00:00
141663464,0,ok,,15,1.76447,1601.3436799999326,2.749,0.55,2026-05-28T17:26:21+00:00
141776043,0,ok,,7,4.06269,1493.357869999949,4.299,0.58,2026-05-28T17:26:21+00:00
142087638,0,period_too_long,period=74.607d > 27.4d,0,74.6065192,1512.1631459998898,3.6758167,0.0,2026-05-28T17:26:21+00:00
142087638,0,period_too_long,period=74.607d > 27.4d,0,74.6065192,1512.1631459998898,3.6758167,0.0,2026-05-28T17:26:21+00:00
142090065,0,ok,,10,2.8269356,2738.517458999995,1.1692366,0.52,2026-05-28T17:26:22+00:00
142276270,1,ok,,4,6.2586065,3366.0265139997937,3.201,0.56,2026-05-28T17:26:22+00:00
142276270,1,ok,,4,6.2586065,3366.0265139997937,3.201,0.49,2026-05-28T17:26:23+00:00
